x,y,z,Date
0.74,3.76,84.17,22-08-2023 18:06:59.019
0.92,3.07,84.00,22-08-2023 18:06:59.230
0.80,1.65,83.82,22-08-2023 18:06:59.400
0.77,1.57,83.53,22-08-2023 18:06:59.603
0.88,2.12,83.16,22-08-2023 18:06:59.773
0.99,2.79,82.83,22-08-2023 18:07:00.022
0.80,2.87,82.68,22-08-2023 18:07:00.147
0.57,2.23,82.52,22-08-2023 18:07:00.327
0.66,1.53,82.22,22-08-2023 18:07:00.498
1.06,1.36,81.83,22-08-2023 18:07:00.687
1.19,2.16,81.46,22-08-2023 18:07:00.879
0.82,3.43,81.36,22-08-2023 18:07:01.048
0.53,3.31,81.32,22-08-2023 18:07:01.248
0.48,1.96,81.16,22-08-2023 18:07:01.429
0.84,1.34,80.94,22-08-2023 18:07:01.599
1.21,2.04,80.66,22-08-2023 18:07:01.798
1.16,3.14,80.36,22-08-2023 18:07:02.290
0.74,3.08,80.21,22-08-2023 18:07:02.290
0.61,1.92,80.15,22-08-2023 18:07:02.327
0.88,1.35,80.06,22-08-2023 18:07:02.507
1.21,2.06,79.88,22-08-2023 18:07:02.689
1.08,3.18,79.69,22-08-2023 18:07:02.885
0.59,2.92,79.52,22-08-2023 18:07:03.059
0.58,2.20,79.51,22-08-2023 18:07:03.240
0.99,2.38,79.58,22-08-2023 18:07:03.430
1.12,2.26,79.45,22-08-2023 18:07:03.599
0.87,2.07,79.19,22-08-2023 18:07:03.807
0.77,2.29,79.04,22-08-2023 18:07:03.971
0.93,2.42,78.97,22-08-2023 18:07:04.161
0.98,2.59,78.82,22-08-2023 18:07:04.347
0.86,2.57,78.61,22-08-2023 18:07:04.547
0.77,2.03,78.48,22-08-2023 18:07:04.727
0.80,1.59,78.34,22-08-2023 18:07:04.907
0.96,2.05,78.10,22-08-2023 18:07:05.080
1.01,3.33,77.90,22-08-2023 18:07:05.279
1.02,3.39,77.76,22-08-2023 18:07:05.466
0.91,1.58,77.59,22-08-2023 18:07:05.630
0.75,0.44,77.34,22-08-2023 18:07:05.825
0.74,2.08,77.09,22-08-2023 18:07:05.999
0.95,4.08,76.86,22-08-2023 18:07:06.190
1.05,3.64,76.63,22-08-2023 18:07:06.373
0.80,1.49,76.45,22-08-2023 18:07:06.539
0.53,0.80,76.29,22-08-2023 18:07:06.721
0.78,2.14,76.07,22-08-2023 18:07:06.920
1.12,3.66,75.66,22-08-2023 18:07:07.109
1.02,3.39,75.28,22-08-2023 18:07:07.285
0.59,1.10,75.10,22-08-2023 18:07:07.470
0.63,-0.02,74.94,22-08-2023 18:07:07.650
1.22,2.03,74.65,22-08-2023 18:07:07.968
1.32,4.17,74.25,22-08-2023 18:07:08.023
0.87,3.54,73.96,22-08-2023 18:07:08.208
0.46,1.42,73.84,22-08-2023 18:07:08.389
0.65,0.59,73.75,22-08-2023 18:07:08.569
0.90,1.98,73.49,22-08-2023 18:07:08.744
0.92,3.81,73.18,22-08-2023 18:07:08.921
0.83,3.58,73.01,22-08-2023 18:07:09.102
0.95,1.60,72.87,22-08-2023 18:07:09.303
1.05,0.53,72.68,22-08-2023 18:07:09.480
0.80,1.85,72.52,22-08-2023 18:07:09.670
0.62,3.35,72.46,22-08-2023 18:07:09.855
0.89,2.93,72.48,22-08-2023 18:07:10.020
1.10,1.81,72.43,22-08-2023 18:07:10.277
0.90,1.69,72.36,22-08-2023 18:07:10.407
0.70,2.18,72.37,22-08-2023 18:07:10.583
0.71,2.44,72.38,22-08-2023 18:07:10.793
0.90,2.18,72.42,22-08-2023 18:07:10.942
1.04,1.81,72.41,22-08-2023 18:07:11.120
1.13,1.94,72.32,22-08-2023 18:07:11.300
0.97,2.57,72.32,22-08-2023 18:07:11.500
0.44,2.83,72.39,22-08-2023 18:07:11.712
0.40,2.20,72.47,22-08-2023 18:07:11.871
0.83,1.80,72.50,22-08-2023 18:07:12.051
1.08,2.01,72.50,22-08-2023 18:07:12.241
1.08,2.35,72.49,22-08-2023 18:07:12.420
1.04,2.25,72.43,22-08-2023 18:07:12.600
0.85,1.70,72.42,22-08-2023 18:07:12.807
0.63,1.96,72.49,22-08-2023 18:07:12.960
0.74,2.84,72.59,22-08-2023 18:07:13.144
0.98,2.72,72.67,22-08-2023 18:07:13.322
0.84,1.72,72.75,22-08-2023 18:07:13.500
0.51,1.35,72.81,22-08-2023 18:07:13.712
0.69,1.98,72.87,22-08-2023 18:07:13.979
1.16,2.66,73.00,22-08-2023 18:07:14.069
1.07,2.63,73.18,22-08-2023 18:07:14.261
0.55,2.17,73.38,22-08-2023 18:07:14.438
0.61,2.25,73.52,22-08-2023 18:07:14.622
1.02,2.32,73.70,22-08-2023 18:07:14.884
0.99,1.54,73.87,22-08-2023 18:07:14.989
0.81,1.45,74.00,22-08-2023 18:07:15.176
0.93,2.48,74.14,22-08-2023 18:07:15.350
1.01,3.04,74.37,22-08-2023 18:07:15.520
0.65,1.92,74.64,22-08-2023 18:07:15.720
0.53,1.41,74.85,22-08-2023 18:07:15.900
0.98,2.24,75.00,22-08-2023 18:07:16.090
1.10,2.37,75.25,22-08-2023 18:07:16.280
0.66,2.30,75.60,22-08-2023 18:07:16.492
0.48,2.56,75.90,22-08-2023 18:07:16.639
0.75,1.98,76.16,22-08-2023 18:07:16.819
0.95,1.51,76.49,22-08-2023 18:07:17.011
0.87,2.17,76.86,22-08-2023 18:07:17.181
0.72,3.15,77.20,22-08-2023 18:07:17.443
0.82,2.45,77.55,22-08-2023 18:07:17.547
1.06,1.22,77.88,22-08-2023 18:07:17.729
1.00,1.23,78.27,22-08-2023 18:07:17.958
0.61,2.40,78.67,22-08-2023 18:07:18.117
0.54,2.99,79.03,22-08-2023 18:07:18.290
0.93,2.20,79.41,22-08-2023 18:07:18.450
1.06,1.40,79.86,22-08-2023 18:07:18.668
0.62,1.79,80.34,22-08-2023 18:07:18.847
0.35,2.63,80.74,22-08-2023 18:07:19.000
0.77,2.58,81.13,22-08-2023 18:07:19.180
1.29,1.51,81.56,22-08-2023 18:07:19.389
1.05,1.49,81.95,22-08-2023 18:07:19.573
0.66,2.73,82.36,22-08-2023 18:07:19.750
0.63,2.90,82.85,22-08-2023 18:07:19.920
0.81,1.70,83.26,22-08-2023 18:07:20.120
1.07,1.03,83.57,22-08-2023 18:07:20.290
1.04,1.69,83.92,22-08-2023 18:07:20.621
0.72,2.53,84.37,22-08-2023 18:07:20.650
0.53,2.54,84.77,22-08-2023 18:07:20.852
0.62,2.48,85.12,22-08-2023 18:07:21.028
0.93,2.28,85.53,22-08-2023 18:07:21.212
1.12,1.34,85.94,22-08-2023 18:07:21.400
1.05,1.20,86.27,22-08-2023 18:07:21.574
0.79,2.61,86.63,22-08-2023 18:07:21.772
0.49,3.43,87.03,22-08-2023 18:07:21.939
0.62,2.41,87.47,22-08-2023 18:07:22.130
1.10,1.15,87.90,22-08-2023 18:07:22.320
1.26,1.24,88.23,22-08-2023 18:07:22.501
1.04,2.05,88.54,22-08-2023 18:07:22.670
0.77,2.53,88.88,22-08-2023 18:07:22.973
0.65,2.89,89.32,22-08-2023 18:07:23.051
0.67,2.54,89.81,22-08-2023 18:07:23.236
0.67,1.28,90.23,22-08-2023 18:07:23.420
0.87,1.07,90.54,22-08-2023 18:07:23.600
1.14,2.29,90.89,22-08-2023 18:07:23.791
1.02,2.94,91.38,22-08-2023 18:07:23.954
0.64,2.19,91.84,22-08-2023 18:07:24.133
0.60,1.91,92.27,22-08-2023 18:07:24.340
1.01,2.38,92.70,22-08-2023 18:07:24.520
1.21,2.26,93.08,22-08-2023 18:07:24.707
0.72,1.90,93.55,22-08-2023 18:07:24.869
0.36,2.38,94.11,22-08-2023 18:07:25.050
0.74,2.91,94.69,22-08-2023 18:07:25.240
1.47,1.95,95.15,22-08-2023 18:07:25.444
1.38,0.77,95.59,22-08-2023 18:07:25.620
0.70,1.41,96.14,22-08-2023 18:07:25.800
0.47,3.25,96.59,22-08-2023 18:07:25.971
0.82,3.73,96.98,22-08-2023 18:07:26.189
1.00,2.21,97.41,22-08-2023 18:07:26.341
0.85,0.85,97.79,22-08-2023 18:07:26.519
0.77,1.13,98.02,22-08-2023 18:07:26.701
0.90,2.49,98.18,22-08-2023 18:07:26.891
1.02,3.15,98.36,22-08-2023 18:07:27.172
0.97,2.34,98.54,22-08-2023 18:07:27.278
0.81,1.67,98.66,22-08-2023 18:07:27.449
0.83,1.98,98.66,22-08-2023 18:07:27.630
1.08,2.14,98.48,22-08-2023 18:07:27.819
0.99,1.74,98.24,22-08-2023 18:07:27.999
0.47,1.96,98.11,22-08-2023 18:07:28.185
0.43,2.91,98.07,22-08-2023 18:07:28.504
0.85,2.96,97.94,22-08-2023 18:07:28.540
0.98,1.83,97.64,22-08-2023 18:07:28.740
0.99,1.17,97.39,22-08-2023 18:07:28.902
0.93,2.04,97.29,22-08-2023 18:07:29.107
0.57,3.26,97.24,22-08-2023 18:07:29.290
0.48,3.22,97.12,22-08-2023 18:07:29.478
0.94,1.98,96.96,22-08-2023 18:07:29.650
1.35,1.13,96.85,22-08-2023 18:07:29.835
0.89,1.80,96.69,22-08-2023 18:07:30.000
0.29,2.94,96.52,22-08-2023 18:07:30.191
0.41,3.18,96.43,22-08-2023 18:07:30.393
1.11,1.87,96.33,22-08-2023 18:07:30.570
1.22,1.32,96.22,22-08-2023 18:07:30.739
0.60,2.23,96.19,22-08-2023 18:07:30.936
0.43,3.13,96.15,22-08-2023 18:07:31.124
0.80,2.46,96.09,22-08-2023 18:07:31.678
1.09,1.21,96.05,22-08-2023 18:07:31.678
0.91,2.16,96.04,22-08-2023 18:07:31.713
0.62,3.70,95.98,22-08-2023 18:07:31.842
0.59,2.60,95.83,22-08-2023 18:07:32.020
0.95,0.99,95.76,22-08-2023 18:07:32.222
1.14,1.61,95.70,22-08-2023 18:07:32.400
0.76,2.92,95.58,22-08-2023 18:07:32.581
0.52,2.57,95.40,22-08-2023 18:07:32.770
0.82,2.01,95.26,22-08-2023 18:07:32.940
1.06,2.55,95.17,22-08-2023 18:07:33.131
0.89,2.60,95.11,22-08-2023 18:07:33.310
0.45,1.77,94.94,22-08-2023 18:07:33.499
0.39,1.63,94.75,22-08-2023 18:07:33.697
0.88,2.47,94.60,22-08-2023 18:07:33.885
1.40,2.93,94.42,22-08-2023 18:07:34.039
0.98,2.53,94.15,22-08-2023 18:07:34.240
0.34,2.02,93.93,22-08-2023 18:07:34.420
0.48,1.84,93.79,22-08-2023 18:07:34.608
1.12,2.08,93.59,22-08-2023 18:07:34.783
1.11,2.22,93.27,22-08-2023 18:07:35.002
0.59,2.39,92.96,22-08-2023 18:07:35.142
0.48,2.32,92.67,22-08-2023 18:07:35.321
0.85,2.12,92.38,22-08-2023 18:07:35.513
1.00,2.04,92.13,22-08-2023 18:07:35.700
0.74,2.10,91.83,22-08-2023 18:07:35.891
0.57,2.13,91.47,22-08-2023 18:07:36.070
0.73,2.17,91.11,22-08-2023 18:07:36.250
0.91,2.64,90.79,22-08-2023 18:07:36.434
0.77,2.86,90.53,22-08-2023 18:07:36.621
0.63,2.27,90.29,22-08-2023 18:07:36.803
0.78,1.65,90.00,22-08-2023 18:07:36.985
0.97,1.86,89.62,22-08-2023 18:07:37.195
0.95,2.57,89.29,22-08-2023 18:07:37.367
0.65,2.48,89.05,22-08-2023 18:07:37.533
0.43,2.01,88.80,22-08-2023 18:07:37.724
0.69,2.02,88.50,22-08-2023 18:07:37.892
1.20,2.47,88.20,22-08-2023 18:07:38.129
1.17,2.38,87.97,22-08-2023 18:07:38.271
0.48,1.83,87.74,22-08-2023 18:07:38.542
0.26,2.20,87.50,22-08-2023 18:07:38.640
0.72,2.70,87.17,22-08-2023 18:07:38.823
1.12,2.49,86.91,22-08-2023 18:07:39.251
0.88,2.01,86.72,22-08-2023 18:07:39.252
0.54,1.80,86.47,22-08-2023 18:07:39.461
0.72,1.82,86.17,22-08-2023 18:07:39.563
1.19,2.54,85.85,22-08-2023 18:07:39.848
1.15,3.09,85.66,22-08-2023 18:07:40.337
0.55,2.35,85.57,22-08-2023 18:07:40.338
0.46,1.55,85.47,22-08-2023 18:07:40.351
0.82,1.97,85.32,22-08-2023 18:07:40.612
0.89,2.50,85.19,22-08-2023 18:07:40.650
0.59,2.57,85.12,22-08-2023 18:07:40.855
0.45,2.41,85.06,22-08-2023 18:07:41.158
0.84,2.17,84.99,22-08-2023 18:07:41.372
1.16,2.05,84.93,22-08-2023 18:07:41.525
0.90,2.06,84.92,22-08-2023 18:07:41.621
0.49,2.36,85.00,22-08-2023 18:07:41.752
0.60,3.08,85.04,22-08-2023 18:07:41.935
0.96,2.71,85.06,22-08-2023 18:07:42.130
0.94,1.40,85.04,22-08-2023 18:07:42.320
0.63,1.17,85.06,22-08-2023 18:07:42.534
0.50,2.35,85.11,22-08-2023 18:07:42.671
0.67,2.96,85.15,22-08-2023 18:07:42.893
0.85,2.48,85.17,22-08-2023 18:07:43.214
0.84,1.76,85.18,22-08-2023 18:07:43.570
0.63,1.78,85.23,22-08-2023 18:07:43.613
0.54,2.84,85.32,22-08-2023 18:07:43.616
0.74,2.82,85.40,22-08-2023 18:07:43.782
0.82,1.66,85.54,22-08-2023 18:07:43.964
0.69,1.91,85.68,22-08-2023 18:07:44.153
0.84,2.84,85.80,22-08-2023 18:07:44.338
0.85,2.17,86.01,22-08-2023 18:07:44.592
0.66,1.67,86.23,22-08-2023 18:07:44.709
0.73,2.20,86.45,22-08-2023 18:07:44.851
0.87,2.70,86.77,22-08-2023 18:07:45.057
0.81,2.60,87.18,22-08-2023 18:07:45.240
0.73,1.80,87.54,22-08-2023 18:07:45.517
0.79,1.41,87.89,22-08-2023 18:07:45.615
0.68,1.86,88.37,22-08-2023 18:07:45.785
0.36,2.69,88.91,22-08-2023 18:07:45.959
0.44,3.26,89.43,22-08-2023 18:07:46.139
0.96,2.42,89.95,22-08-2023 18:07:46.475
1.14,0.75,90.55,22-08-2023 18:07:46.546
0.69,1.36,91.18,22-08-2023 18:07:46.707
0.54,3.54,91.66,22-08-2023 18:07:46.889
0.83,3.39,92.11,22-08-2023 18:07:47.140
1.01,1.03,92.70,22-08-2023 18:07:47.276
0.93,0.04,93.19,22-08-2023 18:07:47.449
0.72,2.28,93.66,22-08-2023 18:07:47.643
0.35,4.12,94.23,22-08-2023 18:07:47.798
0.29,3.03,94.88,22-08-2023 18:07:48.000
0.80,1.13,95.52,22-08-2023 18:07:48.164
1.01,1.11,96.12,22-08-2023 18:07:48.352
0.53,2.57,96.72,22-08-2023 18:07:48.528
0.34,3.33,97.32,22-08-2023 18:07:48.728
0.69,2.58,97.93,22-08-2023 18:07:48.909
1.12,1.56,98.53,22-08-2023 18:07:49.106
1.18,1.10,99.05,22-08-2023 18:07:49.265
0.84,1.55,99.49,22-08-2023 18:07:49.448
0.62,2.98,99.95,22-08-2023 18:07:49.631
0.67,3.32,100.33,22-08-2023 18:07:49.827
0.70,2.29,100.68,22-08-2023 18:07:50.006
0.57,1.05,101.05,22-08-2023 18:07:50.188
0.63,0.84,101.33,22-08-2023 18:07:50.417
0.70,2.81,101.62,22-08-2023 18:07:50.547
0.69,4.55,101.88,22-08-2023 18:07:50.748
0.66,2.97,102.26,22-08-2023 18:07:50.906
0.71,0.49,102.65,22-08-2023 18:07:51.108
0.83,1.10,103.01,22-08-2023 18:07:51.304
0.89,3.27,103.27,22-08-2023 18:07:51.469
0.68,3.22,103.56,22-08-2023 18:07:51.665
0.53,1.74,103.98,22-08-2023 18:07:51.860
0.84,1.31,104.39,22-08-2023 18:07:52.007
1.00,2.49,104.85,22-08-2023 18:07:52.200
0.77,2.91,105.31,22-08-2023 18:07:52.367
0.57,2.10,105.71,22-08-2023 18:07:52.566
0.67,1.56,106.08,22-08-2023 18:07:52.764
0.73,2.36,106.51,22-08-2023 18:07:52.926
0.64,3.29,107.09,22-08-2023 18:07:53.127
0.58,2.65,107.65,22-08-2023 18:07:53.296
0.85,1.07,108.13,22-08-2023 18:07:53.487
1.24,1.05,108.53,22-08-2023 18:07:53.671
1.10,2.89,109.07,22-08-2023 18:07:53.865
0.61,3.66,109.71,22-08-2023 18:07:54.037
0.58,2.30,110.26,22-08-2023 18:07:54.234
0.99,0.87,110.74,22-08-2023 18:07:54.398
1.09,1.24,111.27,22-08-2023 18:07:54.576
0.74,2.95,111.87,22-08-2023 18:07:54.777
0.45,3.44,112.41,22-08-2023 18:07:54.948
0.59,2.59,113.04,22-08-2023 18:07:55.146
0.93,1.39,113.68,22-08-2023 18:07:55.321
0.98,1.09,114.26,22-08-2023 18:07:55.508
0.73,2.85,114.80,22-08-2023 18:07:55.699
0.70,3.73,115.39,22-08-2023 18:07:55.893
0.84,2.00,116.03,22-08-2023 18:07:56.050
0.80,0.38,116.66,22-08-2023 18:07:56.246
0.68,1.47,117.16,22-08-2023 18:07:56.427
0.62,3.36,117.70,22-08-2023 18:07:56.600
0.72,3.39,118.34,22-08-2023 18:07:56.787
0.91,1.56,118.98,22-08-2023 18:07:56.978
0.89,0.39,119.53,22-08-2023 18:07:57.166
0.56,1.58,119.98,22-08-2023 18:07:57.337
0.45,3.55,120.41,22-08-2023 18:07:57.526
0.63,3.35,120.99,22-08-2023 18:07:57.726
0.99,1.21,121.63,22-08-2023 18:07:57.897
1.11,0.54,122.07,22-08-2023 18:07:58.079
0.66,2.06,122.46,22-08-2023 18:07:58.266
0.23,3.41,122.90,22-08-2023 18:07:58.436
0.43,2.97,123.48,22-08-2023 18:07:58.638
1.19,1.35,124.08,22-08-2023 18:07:58.816
1.52,0.36,124.52,22-08-2023 18:07:58.978
0.84,1.26,124.87,22-08-2023 18:07:59.177
-0.01,3.56,125.31,22-08-2023 18:07:59.353
-0.07,3.78,125.96,22-08-2023 18:07:59.546
0.88,1.10,126.64,22-08-2023 18:07:59.736
1.56,-0.28,127.15,22-08-2023 18:07:59.911
0.84,2.16,127.62,22-08-2023 18:08:00.101
0.14,4.12,128.06,22-08-2023 18:08:00.278
0.37,2.85,128.54,22-08-2023 18:08:00.457
0.95,0.83,129.13,22-08-2023 18:08:00.646
1.21,0.77,129.59,22-08-2023 18:08:00.829
0.96,1.90,129.82,22-08-2023 18:08:00.997
0.68,2.88,130.00,22-08-2023 18:08:01.176
0.80,2.72,130.29,22-08-2023 18:08:01.376
0.56,1.34,130.67,22-08-2023 18:08:01.567
0.27,1.42,130.98,22-08-2023 18:08:01.767
0.70,2.08,131.11,22-08-2023 18:08:01.927
1.23,1.62,131.12,22-08-2023 18:08:02.122
0.72,2.01,131.23,22-08-2023 18:08:02.297
0.23,3.51,131.45,22-08-2023 18:08:02.476
0.39,3.29,131.59,22-08-2023 18:08:02.670
1.13,0.80,131.54,22-08-2023 18:08:02.841
0.92,0.16,131.47,22-08-2023 18:08:03.002
0.40,2.01,131.42,22-08-2023 18:08:03.337
0.45,3.71,131.33,22-08-2023 18:08:03.390
1.00,3.16,131.23,22-08-2023 18:08:03.579
1.14,1.43,131.08,22-08-2023 18:08:03.767
0.73,0.73,130.81,22-08-2023 18:08:03.928
0.56,1.89,130.47,22-08-2023 18:08:04.119
0.73,2.97,130.22,22-08-2023 18:08:04.325
0.81,2.17,130.01,22-08-2023 18:08:04.486
0.81,0.94,129.70,22-08-2023 18:08:04.685
0.88,1.64,129.24,22-08-2023 18:08:04.856
0.86,2.99,128.82,22-08-2023 18:08:05.267
0.53,2.94,128.54,22-08-2023 18:08:05.267
0.54,1.94,128.22,22-08-2023 18:08:05.406
1.01,1.63,127.73,22-08-2023 18:08:05.606
1.06,2.32,127.23,22-08-2023 18:08:05.880
0.63,2.41,126.78,22-08-2023 18:08:05.947
0.56,1.70,126.41,22-08-2023 18:08:06.148
0.83,1.95,126.05,22-08-2023 18:08:06.334
0.91,2.61,125.56,22-08-2023 18:08:06.506
0.90,2.13,125.02,22-08-2023 18:08:06.698
0.93,1.61,124.65,22-08-2023 18:08:06.886
0.56,2.65,124.47,22-08-2023 18:08:07.213
0.35,3.39,124.21,22-08-2023 18:08:07.226
0.76,1.95,123.90,22-08-2023 18:08:07.427
1.30,0.48,123.65,22-08-2023 18:08:07.620
0.85,2.22,123.66,22-08-2023 18:08:07.804
0.14,4.86,123.72,22-08-2023 18:08:07.980
0.23,3.78,123.74,22-08-2023 18:08:08.184
0.98,0.49,123.78,22-08-2023 18:08:08.399
1.39,-0.35,123.72,22-08-2023 18:08:08.506
0.98,2.22,123.66,22-08-2023 18:08:08.726
0.47,4.54,123.57,22-08-2023 18:08:08.899
0.60,3.40,123.62,22-08-2023 18:08:09.078
0.98,0.55,123.71,22-08-2023 18:08:09.264
1.06,0.30,123.66,22-08-2023 18:08:09.435
0.54,2.97,123.67,22-08-2023 18:08:09.781
0.32,4.52,123.72,22-08-2023 18:08:09.808
0.65,2.74,123.86,22-08-2023 18:08:10.001
1.16,0.35,123.90,22-08-2023 18:08:10.168
1.10,1.18,123.88,22-08-2023 18:08:10.366
0.59,3.79,123.90,22-08-2023 18:08:10.558
0.42,3.95,123.88,22-08-2023 18:08:10.726
0.67,1.80,123.83,22-08-2023 18:08:11.005
0.76,1.32,123.80,22-08-2023 18:08:11.087
0.79,2.48,123.73,22-08-2023 18:08:11.302
1.04,2.61,123.47,22-08-2023 18:08:11.447
1.09,1.63,123.09,22-08-2023 18:08:11.635
0.68,1.92,122.74,22-08-2023 18:08:11.836
0.34,3.15,122.46,22-08-2023 18:08:12.022
0.50,3.52,122.16,22-08-2023 18:08:12.238
0.94,2.14,121.74,22-08-2023 18:08:12.376
0.97,1.00,121.20,22-08-2023 18:08:12.579
0.44,2.15,120.74,22-08-2023 18:08:12.748
0.34,3.64,120.35,22-08-2023 18:08:12.926
0.78,3.50,119.97,22-08-2023 18:08:13.117
1.19,1.53,119.42,22-08-2023 18:08:13.303
0.88,0.91,118.83,22-08-2023 18:08:13.478
0.43,3.04,118.39,22-08-2023 18:08:13.656
0.52,4.08,118.01,22-08-2023 18:08:13.856
0.90,2.19,117.52,22-08-2023 18:08:14.028
1.19,0.68,116.93,22-08-2023 18:08:14.233
0.77,2.80,116.51,22-08-2023 18:08:14.398
0.19,4.19,116.14,22-08-2023 18:08:14.576
0.34,2.13,115.67,22-08-2023 18:08:14.767
1.07,0.71,115.09,22-08-2023 18:08:14.952
1.10,2.47,114.51,22-08-2023 18:08:15.134
0.55,3.99,114.02,22-08-2023 18:08:15.306
0.43,2.94,113.57,22-08-2023 18:08:15.497
0.66,1.56,113.07,22-08-2023 18:08:15.677
0.82,1.33,112.51,22-08-2023 18:08:15.904
0.86,2.34,111.95,22-08-2023 18:08:16.063
0.71,3.50,111.45,22-08-2023 18:08:16.229
0.48,3.07,110.99,22-08-2023 18:08:16.418
0.56,1.26,110.53,22-08-2023 18:08:16.598
0.98,0.82,109.98,22-08-2023 18:08:16.777
1.01,2.05,109.36,22-08-2023 18:08:16.971
0.53,3.31,108.94,22-08-2023 18:08:17.159
0.21,3.33,108.62,22-08-2023 18:08:17.314
0.49,2.39,108.31,22-08-2023 18:08:17.489
0.84,1.30,107.90,22-08-2023 18:08:17.808
0.92,1.33,107.36,22-08-2023 18:08:17.860
0.75,2.50,106.86,22-08-2023 18:08:18.057
0.53,3.01,106.56,22-08-2023 18:08:18.246
0.66,2.58,106.25,22-08-2023 18:08:18.432
1.04,1.67,105.80,22-08-2023 18:08:18.609
1.14,1.20,105.39,22-08-2023 18:08:18.798
0.63,2.17,105.02,22-08-2023 18:08:18.989
0.25,3.36,104.69,22-08-2023 18:08:19.148
0.38,2.85,104.42,22-08-2023 18:08:19.347
0.90,1.70,104.16,22-08-2023 18:08:19.527
1.12,1.57,103.84,22-08-2023 18:08:19.719
0.64,2.11,103.49,22-08-2023 18:08:19.902
0.39,2.54,103.27,22-08-2023 18:08:20.072
0.72,2.61,103.08,22-08-2023 18:08:20.274
0.98,1.96,102.94,22-08-2023 18:08:20.448
0.75,1.91,102.75,22-08-2023 18:08:20.626
0.55,2.29,102.56,22-08-2023 18:08:20.826
0.79,1.95,102.41,22-08-2023 18:08:21.003
0.91,1.74,102.26,22-08-2023 18:08:21.176
0.57,2.46,102.16,22-08-2023 18:08:21.374
0.46,2.76,102.13,22-08-2023 18:08:21.546
0.83,2.12,102.06,22-08-2023 18:08:21.727
1.00,1.62,101.89,22-08-2023 18:08:21.916
0.61,2.04,101.79,22-08-2023 18:08:22.095
0.34,2.79,101.88,22-08-2023 18:08:22.287
0.56,2.66,101.98,22-08-2023 18:08:22.451
1.05,1.77,102.00,22-08-2023 18:08:22.652
1.03,1.50,101.97,22-08-2023 18:08:22.836
0.43,2.19,102.00,22-08-2023 18:08:23.010
0.48,2.48,102.10,22-08-2023 18:08:23.191
1.01,2.55,102.23,22-08-2023 18:08:23.393
1.08,2.08,102.38,22-08-2023 18:08:23.559
0.55,1.60,102.42,22-08-2023 18:08:23.810
0.41,1.73,102.47,22-08-2023 18:08:23.927
0.84,2.74,102.62,22-08-2023 18:08:24.123
0.98,3.13,102.77,22-08-2023 18:08:24.279
0.63,1.56,102.85,22-08-2023 18:08:24.479
0.55,0.81,103.02,22-08-2023 18:08:24.671
0.89,2.63,103.19,22-08-2023 18:08:24.855
1.13,3.62,103.18,22-08-2023 18:08:25.038
0.96,1.89,103.26,22-08-2023 18:08:25.198
0.56,0.41,103.53,22-08-2023 18:08:25.399
0.48,1.45,103.71,22-08-2023 18:08:25.593
0.85,3.67,103.75,22-08-2023 18:08:25.792
1.04,3.53,103.84,22-08-2023 18:08:25.926
0.67,0.63,104.06,22-08-2023 18:08:26.127
0.63,-0.14,104.25,22-08-2023 18:08:26.319
0.99,2.63,104.33,22-08-2023 18:08:26.477
0.77,4.31,104.45,22-08-2023 18:08:26.679
0.30,1.97,104.67,22-08-2023 18:08:26.856
0.55,0.16,104.89,22-08-2023 18:08:27.048
1.04,1.99,105.07,22-08-2023 18:08:27.245
0.83,3.72,105.29,22-08-2023 18:08:27.413
0.47,2.80,105.50,22-08-2023 18:08:27.577
0.57,1.25,105.63,22-08-2023 18:08:27.781
1.00,1.15,105.72,22-08-2023 18:08:27.968
1.27,2.35,105.81,22-08-2023 18:08:28.165
0.94,2.93,106.01,22-08-2023 18:08:28.338
0.29,2.31,106.21,22-08-2023 18:08:28.499
0.27,1.55,106.33,22-08-2023 18:08:28.708
0.93,1.86,106.49,22-08-2023 18:08:28.899
1.15,2.47,106.83,22-08-2023 18:08:29.048
0.50,2.77,107.28,22-08-2023 18:08:29.250
0.14,2.83,107.69,22-08-2023 18:08:29.431
0.52,2.40,108.07,22-08-2023 18:08:29.598
1.13,1.61,108.43,22-08-2023 18:08:29.799
1.05,1.35,108.80,22-08-2023 18:08:29.978
0.82,2.23,109.16,22-08-2023 18:08:30.159
0.72,2.91,109.55,22-08-2023 18:08:30.355
0.74,2.15,109.88,22-08-2023 18:08:30.527
0.89,1.85,110.22,22-08-2023 18:08:30.723
0.87,2.52,110.62,22-08-2023 18:08:30.897
0.67,2.15,110.95,22-08-2023 18:08:31.094
0.46,1.62,111.14,22-08-2023 18:08:31.251
0.59,2.57,111.32,22-08-2023 18:08:31.427
1.09,3.22,111.59,22-08-2023 18:08:31.627
1.27,2.07,111.86,22-08-2023 18:08:31.810
0.98,1.06,112.04,22-08-2023 18:08:31.998
0.64,1.75,112.12,22-08-2023 18:08:32.401
0.85,3.06,112.13,22-08-2023 18:08:32.402
1.01,3.02,112.27,22-08-2023 18:08:32.547
0.74,1.65,112.47,22-08-2023 18:08:32.736
0.49,1.15,112.61,22-08-2023 18:08:32.921
0.68,2.46,112.60,22-08-2023 18:08:33.221
1.02,3.33,112.54,22-08-2023 18:08:33.271
0.93,2.22,112.63,22-08-2023 18:08:33.476
0.58,1.37,112.73,22-08-2023 18:08:33.636
