x,y,z,Date
0.81,3.10,5.20,22-08-2023 18:06:16.638
0.21,5.08,5.70,22-08-2023 18:06:16.648
0.22,2.74,6.31,22-08-2023 18:06:16.649
0.71,0.10,6.83,22-08-2023 18:06:22.682
1.10,0.99,7.28,22-08-2023 18:06:22.684
1.10,3.34,7.63,22-08-2023 18:06:22.686
0.90,2.93,7.98,22-08-2023 18:06:23.203
0.50,1.31,8.39,22-08-2023 18:06:23.203
0.44,2.19,8.81,22-08-2023 18:06:23.269
0.98,3.73,9.21,22-08-2023 18:06:23.270
1.32,2.03,9.54,22-08-2023 18:06:23.271
0.87,-0.15,9.73,22-08-2023 18:06:23.271
0.62,1.50,10.00,22-08-2023 18:06:23.271
0.76,4.20,10.34,22-08-2023 18:06:23.271
0.47,4.18,10.77,22-08-2023 18:06:23.271
0.45,2.16,11.12,22-08-2023 18:06:23.271
1.22,0.75,11.32,22-08-2023 18:06:23.271
1.74,0.58,11.43,22-08-2023 18:06:23.271
0.97,1.44,11.64,22-08-2023 18:06:23.271
0.22,3.02,11.83,22-08-2023 18:06:23.271
0.37,3.67,12.07,22-08-2023 18:06:23.271
1.10,2.65,12.28,22-08-2023 18:06:23.272
1.45,1.04,12.42,22-08-2023 18:06:23.272
1.11,0.59,12.47,22-08-2023 18:06:23.272
0.47,1.62,12.55,22-08-2023 18:06:23.285
0.52,3.15,12.64,22-08-2023 18:06:23.285
0.82,3.90,12.88,22-08-2023 18:06:23.285
0.82,2.76,13.15,22-08-2023 18:06:23.285
0.85,0.57,13.25,22-08-2023 18:06:23.285
1.22,0.09,13.22,22-08-2023 18:06:23.285
1.50,2.19,13.29,22-08-2023 18:06:23.285
1.08,3.78,13.66,22-08-2023 18:06:23.285
0.26,2.85,14.20,22-08-2023 18:06:23.285
0.08,1.98,14.73,22-08-2023 18:06:23.285
1.00,2.11,15.17,22-08-2023 18:06:23.286
1.92,1.34,15.52,22-08-2023 18:06:23.286
1.19,1.23,16.12,22-08-2023 18:06:23.286
0.22,2.37,16.80,22-08-2023 18:06:23.286
0.44,3.30,17.44,22-08-2023 18:06:23.286
1.22,3.17,18.12,22-08-2023 18:06:23.286
1.11,2.17,18.94,22-08-2023 18:06:23.286
0.50,1.09,19.60,22-08-2023 18:06:23.286
0.73,1.06,20.12,22-08-2023 18:06:23.286
1.43,2.15,20.71,22-08-2023 18:06:23.286
1.18,3.39,21.51,22-08-2023 18:06:23.286
0.45,3.41,22.42,22-08-2023 18:06:23.286
0.55,2.18,23.27,22-08-2023 18:06:23.287
1.47,0.79,24.08,22-08-2023 18:06:23.287
1.61,0.21,24.66,22-08-2023 18:06:23.287
0.68,1.79,25.49,22-08-2023 18:06:23.287
0.26,4.06,26.58,22-08-2023 18:06:23.287
0.69,3.93,27.82,22-08-2023 18:06:23.287
1.40,1.46,28.86,22-08-2023 18:06:23.287
1.53,-0.05,29.51,22-08-2023 18:06:23.287
0.92,0.81,30.17,22-08-2023 18:06:23.287
0.49,2.50,31.14,22-08-2023 18:06:23.287
0.67,3.22,32.23,22-08-2023 18:06:23.287
1.18,3.08,33.18,22-08-2023 18:06:23.287
1.19,2.11,34.02,22-08-2023 18:06:23.287
0.62,0.88,34.68,22-08-2023 18:06:23.287
0.43,1.01,35.31,22-08-2023 18:06:23.288
1.17,2.79,36.08,22-08-2023 18:06:23.288
1.78,2.81,36.75,22-08-2023 18:06:23.288
1.32,0.87,37.15,22-08-2023 18:06:23.288
0.25,0.85,37.58,22-08-2023 18:06:23.289
0.08,3.18,38.14,22-08-2023 18:06:23.289
0.84,3.94,38.72,22-08-2023 18:06:23.289
1.23,1.52,39.13,22-08-2023 18:06:23.289
1.06,-0.65,39.32,22-08-2023 18:06:23.289
0.95,0.91,39.50,22-08-2023 18:06:23.289
1.03,4.20,39.78,22-08-2023 18:06:23.289
0.85,4.86,40.01,22-08-2023 18:06:23.289
0.43,2.49,40.16,22-08-2023 18:06:23.289
0.42,-0.44,40.27,22-08-2023 18:06:23.289
1.06,-0.57,40.29,22-08-2023 18:06:23.309
1.43,3.36,40.35,22-08-2023 18:06:23.309
1.05,5.77,40.48,22-08-2023 18:06:23.310
0.61,2.73,40.59,22-08-2023 18:06:23.310
0.79,-0.68,40.50,22-08-2023 18:06:23.310
1.07,1.01,40.41,22-08-2023 18:06:23.310
0.99,4.21,40.35,22-08-2023 18:06:23.310
0.88,3.41,40.38,22-08-2023 18:06:23.311
0.73,0.01,40.39,22-08-2023 18:06:23.311
0.55,0.91,40.37,22-08-2023 18:06:23.311
0.80,4.73,40.29,22-08-2023 18:06:23.311
1.13,4.01,40.16,22-08-2023 18:06:23.311
1.12,0.15,40.06,22-08-2023 18:06:23.311
0.89,-0.03,40.02,22-08-2023 18:06:23.312
0.91,2.54,39.84,22-08-2023 18:06:23.312
1.04,4.10,39.54,22-08-2023 18:06:23.312
0.79,3.64,39.39,22-08-2023 18:06:23.312
0.42,2.15,39.31,22-08-2023 18:06:23.312
0.60,0.14,38.97,22-08-2023 18:06:23.313
1.28,0.58,38.44,22-08-2023 18:06:23.313
1.71,3.16,38.03,22-08-2023 18:06:23.313
1.05,4.00,37.82,22-08-2023 18:06:23.313
0.01,2.72,37.52,22-08-2023 18:06:23.313
0.35,1.13,37.13,22-08-2023 18:06:23.313
1.45,0.73,36.68,22-08-2023 18:06:23.313
1.54,1.84,36.21,22-08-2023 18:06:23.314
0.75,3.68,35.80,22-08-2023 18:06:23.314
0.16,3.54,35.44,22-08-2023 18:06:23.314
0.51,1.87,35.17,22-08-2023 18:06:23.314
1.17,1.27,34.89,22-08-2023 18:06:23.314
1.29,2.52,34.50,22-08-2023 18:06:23.314
0.82,2.88,33.98,22-08-2023 18:06:23.315
0.72,1.73,33.47,22-08-2023 18:06:23.315
1.03,1.69,33.11,22-08-2023 18:06:23.315
1.02,3.20,32.85,22-08-2023 18:06:23.315
0.55,3.53,32.67,22-08-2023 18:06:23.315
0.39,2.04,32.49,22-08-2023 18:06:23.315
1.11,0.73,32.36,22-08-2023 18:06:23.315
1.65,0.49,32.21,22-08-2023 18:06:23.316
0.92,2.48,32.29,22-08-2023 18:06:23.316
0.24,4.81,32.59,22-08-2023 18:06:23.316
0.32,3.59,32.99,22-08-2023 18:06:23.316
0.72,0.76,33.38,22-08-2023 18:06:23.316
1.01,1.04,33.66,22-08-2023 18:06:23.316
1.22,3.01,33.88,22-08-2023 18:06:23.316
1.11,2.52,34.09,22-08-2023 18:06:23.316
0.67,1.34,34.39,22-08-2023 18:06:23.317
0.47,2.49,34.80,22-08-2023 18:06:23.317
0.83,3.87,35.12,22-08-2023 18:06:23.317
1.13,2.28,35.28,22-08-2023 18:06:23.317
0.94,0.04,35.45,22-08-2023 18:06:23.317
0.73,0.65,35.63,22-08-2023 18:06:23.317
0.94,3.32,35.77,22-08-2023 18:06:23.317
1.07,4.74,35.95,22-08-2023 18:06:23.317
0.64,2.92,36.22,22-08-2023 18:06:23.317
0.43,0.24,36.34,22-08-2023 18:06:23.317
0.96,0.53,36.28,22-08-2023 18:06:23.318
1.24,2.60,36.20,22-08-2023 18:06:23.318
0.92,3.43,36.12,22-08-2023 18:06:23.318
0.58,3.13,36.17,22-08-2023 18:06:23.318
0.52,2.56,36.23,22-08-2023 18:06:23.318
0.77,1.94,36.27,22-08-2023 18:06:23.318
1.06,1.28,36.07,22-08-2023 18:06:23.318
1.15,1.61,35.63,22-08-2023 18:06:23.319
1.11,2.51,35.24,22-08-2023 18:06:23.319
0.68,3.16,34.98,22-08-2023 18:06:23.319
0.29,3.08,34.68,22-08-2023 18:06:23.319
0.74,1.97,34.25,22-08-2023 18:06:23.319
1.51,1.26,33.69,22-08-2023 18:06:23.319
1.13,1.76,33.69,22-08-2023 18:06:23.320
0.56,2.50,34.04,22-08-2023 18:06:23.320
0.25,3.14,34.48,22-08-2023 18:06:23.320
0.45,2.97,34.93,22-08-2023 18:06:23.320
0.98,2.08,35.41,22-08-2023 18:06:23.320
1.20,1.44,35.70,22-08-2023 18:06:23.329
1.00,1.71,35.78,22-08-2023 18:06:23.330
1.01,2.59,35.81,22-08-2023 18:06:23.330
0.95,2.92,36.02,22-08-2023 18:06:23.330
0.47,2.57,36.33,22-08-2023 18:06:23.330
0.37,2.45,36.54,22-08-2023 18:06:23.330
1.13,2.24,36.65,22-08-2023 18:06:23.330
1.85,1.24,36.82,22-08-2023 18:06:23.330
1.14,1.20,37.51,22-08-2023 18:06:23.330
0.24,2.89,38.42,22-08-2023 18:06:23.331
0.27,3.80,39.41,22-08-2023 18:06:23.331
0.96,2.49,40.47,22-08-2023 18:06:23.331
1.60,1.06,41.34,22-08-2023 18:06:23.331
1.37,0.74,41.99,22-08-2023 18:06:23.331
0.79,1.63,42.69,22-08-2023 18:06:23.331
0.69,3.56,43.57,22-08-2023 18:06:23.331
0.76,3.75,44.47,22-08-2023 18:06:23.331
0.79,1.76,45.21,22-08-2023 18:06:23.332
1.21,0.29,45.69,22-08-2023 18:06:23.332
1.58,0.64,46.01,22-08-2023 18:06:23.332
1.05,2.17,46.45,22-08-2023 18:06:23.332
0.38,3.81,47.10,22-08-2023 18:06:23.333
0.63,3.65,47.75,22-08-2023 18:06:23.333
1.28,0.74,48.24,22-08-2023 18:06:23.333
1.55,-0.77,48.40,22-08-2023 18:06:23.333
1.25,1.21,48.40,22-08-2023 18:06:23.333
0.69,3.82,48.71,22-08-2023 18:06:23.334
0.30,3.64,49.34,22-08-2023 18:06:23.334
0.74,1.48,49.79,22-08-2023 18:06:23.334
1.66,0.39,50.00,22-08-2023 18:06:23.334
1.58,1.48,50.10,22-08-2023 18:06:23.334
0.81,2.50,50.23,22-08-2023 18:06:23.334
0.42,2.33,50.66,22-08-2023 18:06:23.334
0.73,2.11,51.25,22-08-2023 18:06:23.334
1.31,1.63,51.77,22-08-2023 18:06:23.334
1.52,1.20,52.36,22-08-2023 18:06:23.335
0.94,1.48,53.33,22-08-2023 18:06:23.335
0.09,2.31,54.62,22-08-2023 18:06:23.335
0.34,2.90,55.91,22-08-2023 18:06:23.335
1.26,1.46,56.91,22-08-2023 18:06:23.335
1.52,0.98,57.90,22-08-2023 18:06:23.335
1.14,1.79,59.01,22-08-2023 18:06:23.335
0.71,2.11,60.01,22-08-2023 18:06:23.336
0.57,1.85,61.01,22-08-2023 18:06:23.336
0.64,1.86,61.92,22-08-2023 18:06:23.336
0.65,2.33,62.79,22-08-2023 18:06:23.336
0.81,2.99,63.82,22-08-2023 18:06:23.336
1.35,1.89,64.78,22-08-2023 18:06:23.336
1.59,-0.32,65.65,22-08-2023 18:06:23.336
0.99,0.96,66.52,22-08-2023 18:06:23.336
0.44,4.38,67.49,22-08-2023 18:06:23.337
0.43,3.75,68.56,22-08-2023 18:06:23.337
0.82,0.12,69.52,22-08-2023 18:06:23.337
1.29,-0.39,70.40,22-08-2023 18:06:23.337
1.25,2.27,71.36,22-08-2023 18:06:23.337
0.89,2.95,72.20,22-08-2023 18:06:23.337
0.73,1.80,72.80,22-08-2023 18:06:23.337
0.88,2.22,73.29,22-08-2023 18:06:23.337
0.99,2.77,73.86,22-08-2023 18:06:23.338
1.20,1.46,74.25,22-08-2023 18:06:23.338
1.31,0.61,74.50,22-08-2023 18:06:23.469
1.09,1.91,74.67,22-08-2023 18:06:23.659
0.21,3.25,74.99,22-08-2023 18:06:23.831
0.23,2.86,75.17,22-08-2023 18:06:24.020
1.15,1.73,75.09,22-08-2023 18:06:24.199
1.74,0.95,74.92,22-08-2023 18:06:24.380
1.25,0.74,74.83,22-08-2023 18:06:24.571
0.59,2.12,74.94,22-08-2023 18:06:24.755
0.54,3.97,75.11,22-08-2023 18:06:24.932
0.87,2.71,75.07,22-08-2023 18:06:25.122
1.10,0.02,74.94,22-08-2023 18:06:25.475
1.00,0.98,75.06,22-08-2023 18:06:25.510
0.93,3.20,75.34,22-08-2023 18:06:25.672
0.81,2.05,75.54,22-08-2023 18:06:25.851
0.71,0.49,75.70,22-08-2023 18:06:26.024
0.79,2.78,75.91,22-08-2023 18:06:26.221
0.97,5.14,76.18,22-08-2023 18:06:26.402
1.10,2.07,76.45,22-08-2023 18:06:26.580
1.32,-1.27,76.61,22-08-2023 18:06:26.785
1.19,0.33,76.75,22-08-2023 18:06:26.951
0.50,4.30,77.13,22-08-2023 18:06:27.132
0.22,5.25,77.45,22-08-2023 18:06:27.328
0.88,1.92,77.53,22-08-2023 18:06:27.502
1.65,-1.73,77.47,22-08-2023 18:06:27.692
1.33,-0.08,77.50,22-08-2023 18:06:27.876
0.77,4.36,77.58,22-08-2023 18:06:28.078
0.58,5.15,77.72,22-08-2023 18:06:28.442
0.83,2.08,77.86,22-08-2023 18:06:28.442
1.38,-0.56,77.90,22-08-2023 18:06:28.600
1.07,0.70,77.99,22-08-2023 18:06:28.777
0.31,3.53,78.37,22-08-2023 18:06:28.971
0.56,3.65,78.79,22-08-2023 18:06:29.150
1.41,1.27,79.13,22-08-2023 18:06:29.329
1.50,0.85,79.26,22-08-2023 18:06:29.521
0.76,3.17,79.54,22-08-2023 18:06:29.712
0.60,3.57,79.96,22-08-2023 18:06:29.879
0.92,0.66,80.49,22-08-2023 18:06:30.073
1.15,-0.33,80.94,22-08-2023 18:06:30.257
1.02,2.73,81.20,22-08-2023 18:06:30.443
0.92,4.33,81.39,22-08-2023 18:06:30.601
0.70,2.05,81.69,22-08-2023 18:06:30.808
0.68,0.37,82.00,22-08-2023 18:06:30.974
1.11,1.58,82.30,22-08-2023 18:06:31.158
1.43,3.09,82.48,22-08-2023 18:06:31.354
0.95,2.84,82.54,22-08-2023 18:06:31.541
0.54,2.51,82.60,22-08-2023 18:06:31.729
0.70,2.62,82.78,22-08-2023 18:06:31.892
1.11,1.17,82.84,22-08-2023 18:06:32.099
1.03,0.21,82.64,22-08-2023 18:06:32.279
0.60,2.73,82.39,22-08-2023 18:06:32.461
0.63,5.11,82.34,22-08-2023 18:06:32.638
1.12,2.39,82.13,22-08-2023 18:06:32.821
1.16,-0.45,81.67,22-08-2023 18:06:33.004
1.02,1.57,81.27,22-08-2023 18:06:33.201
1.11,4.08,80.93,22-08-2023 18:06:33.381
0.93,2.69,80.60,22-08-2023 18:06:33.547
0.64,0.76,80.20,22-08-2023 18:06:34.032
0.69,1.98,79.80,22-08-2023 18:06:34.033
0.79,4.10,79.40,22-08-2023 18:06:34.099
0.89,3.02,78.96,22-08-2023 18:06:34.295
1.22,0.79,78.48,22-08-2023 18:06:34.470
1.34,1.48,78.00,22-08-2023 18:06:34.642
0.92,3.77,77.44,22-08-2023 18:06:34.827
0.64,3.51,76.89,22-08-2023 18:06:35.024
0.71,1.94,76.43,22-08-2023 18:06:35.227
0.70,1.35,76.21,22-08-2023 18:06:35.391
0.99,1.99,75.91,22-08-2023 18:06:35.581
1.47,2.59,75.35,22-08-2023 18:06:35.762
1.18,2.67,74.88,22-08-2023 18:06:35.941
0.47,2.83,74.63,22-08-2023 18:06:36.131
0.44,3.03,74.47,22-08-2023 18:06:36.311
0.98,2.28,74.30,22-08-2023 18:06:36.499
1.22,1.46,74.07,22-08-2023 18:06:36.670
1.04,2.01,73.70,22-08-2023 18:06:36.850
0.83,3.43,73.36,22-08-2023 18:06:37.048
0.69,3.94,73.33,22-08-2023 18:06:37.208
0.76,2.32,73.22,22-08-2023 18:06:37.508
1.03,0.48,72.96,22-08-2023 18:06:37.591
1.00,0.92,72.73,22-08-2023 18:06:37.770
0.70,3.65,72.62,22-08-2023 18:06:37.961
0.87,4.83,72.42,22-08-2023 18:06:38.140
1.03,2.68,72.26,22-08-2023 18:06:38.302
0.96,0.31,72.32,22-08-2023 18:06:38.514
0.83,1.07,72.41,22-08-2023 18:06:38.690
0.91,2.92,72.28,22-08-2023 18:06:38.880
1.01,2.67,72.19,22-08-2023 18:06:39.063
0.74,2.49,72.61,22-08-2023 18:06:39.231
0.61,3.04,73.14,22-08-2023 18:06:39.429
0.81,2.82,73.46,22-08-2023 18:06:39.618
0.97,1.76,73.82,22-08-2023 18:06:39.800
0.95,1.40,74.30,22-08-2023 18:06:39.951
1.03,2.15,74.72,22-08-2023 18:06:40.141
0.94,3.27,75.03,22-08-2023 18:06:40.340
0.54,3.25,75.48,22-08-2023 18:06:40.522
0.60,1.47,76.05,22-08-2023 18:06:40.709
1.11,0.66,76.58,22-08-2023 18:06:40.893
1.24,1.90,76.90,22-08-2023 18:06:41.082
0.84,3.19,77.14,22-08-2023 18:06:41.251
0.54,2.91,77.52,22-08-2023 18:06:41.441
0.79,1.97,77.98,22-08-2023 18:06:41.629
1.08,1.38,78.39,22-08-2023 18:06:41.808
0.97,1.44,78.82,22-08-2023 18:06:41.990
0.79,2.16,79.23,22-08-2023 18:06:42.172
0.72,2.86,79.60,22-08-2023 18:06:42.362
0.80,2.61,79.98,22-08-2023 18:06:42.550
0.86,1.79,80.45,22-08-2023 18:06:42.720
0.78,2.15,81.03,22-08-2023 18:06:42.912
0.79,2.48,81.60,22-08-2023 18:06:43.090
0.96,1.65,81.95,22-08-2023 18:06:43.252
1.09,1.33,82.19,22-08-2023 18:06:43.767
1.07,2.06,82.51,22-08-2023 18:06:43.768
0.74,2.68,82.95,22-08-2023 18:06:43.820
0.55,2.61,83.26,22-08-2023 18:06:44.011
0.90,2.04,83.36,22-08-2023 18:06:44.214
1.27,1.00,83.44,22-08-2023 18:06:44.390
1.16,1.60,83.53,22-08-2023 18:06:44.573
0.80,3.82,83.52,22-08-2023 18:06:44.741
0.56,3.80,83.64,22-08-2023 18:06:44.920
0.45,1.73,83.94,22-08-2023 18:06:45.110
0.92,0.22,84.14,22-08-2023 18:06:45.292
1.63,0.80,84.04,22-08-2023 18:06:45.497
1.37,3.16,83.86,22-08-2023 18:06:45.630
0.41,4.61,84.02,22-08-2023 18:06:45.850
0.25,3.36,84.39,22-08-2023 18:06:46.020
1.01,0.68,84.70,22-08-2023 18:06:46.200
1.61,-0.33,84.74,22-08-2023 18:06:46.402
1.28,1.78,84.75,22-08-2023 18:06:46.557
0.66,4.33,84.81,22-08-2023 18:06:46.760
0.38,4.55,84.97,22-08-2023 18:06:46.941
0.63,2.22,85.24,22-08-2023 18:06:47.123
1.41,-0.11,85.40,22-08-2023 18:06:47.300
1.59,0.15,85.33,22-08-2023 18:06:47.490
1.07,2.61,85.19,22-08-2023 18:06:47.672
0.47,4.85,85.14,22-08-2023 18:06:47.861
0.44,3.97,85.24,22-08-2023 18:06:48.041
1.06,0.91,85.40,22-08-2023 18:06:48.225
1.46,-0.07,85.32,22-08-2023 18:06:48.413
1.32,1.66,84.87,22-08-2023 18:06:48.593
0.77,3.16,84.52,22-08-2023 18:06:48.764
0.45,2.45,84.54,22-08-2023 18:06:48.968
0.62,1.82,84.45,22-08-2023 18:06:49.147
1.13,2.61,84.20,22-08-2023 18:06:49.328
1.43,2.11,83.81,22-08-2023 18:06:49.514
1.26,0.16,83.46,22-08-2023 18:06:49.695
0.63,1.63,83.37,22-08-2023 18:06:49.890
0.19,5.04,83.37,22-08-2023 18:06:50.060
0.48,4.24,83.36,22-08-2023 18:06:50.239
1.17,0.17,83.38,22-08-2023 18:06:50.429
1.18,0.40,83.62,22-08-2023 18:06:50.620
0.88,3.74,83.94,22-08-2023 18:06:50.800
0.86,3.45,84.11,22-08-2023 18:06:50.978
0.96,1.14,84.23,22-08-2023 18:06:51.171
0.87,1.76,84.49,22-08-2023 18:06:51.348
0.88,3.78,84.95,22-08-2023 18:06:51.521
0.79,2.24,85.24,22-08-2023 18:06:51.721
0.80,0.53,85.36,22-08-2023 18:06:52.183
1.01,2.00,85.43,22-08-2023 18:06:52.183
1.12,3.29,85.43,22-08-2023 18:06:52.260
0.76,2.50,85.50,22-08-2023 18:06:52.440
0.35,1.83,85.87,22-08-2023 18:06:52.622
0.66,2.41,86.30,22-08-2023 18:06:52.846
1.09,2.43,86.58,22-08-2023 18:06:52.999
1.20,1.56,86.62,22-08-2023 18:06:53.468
0.69,1.91,86.73,22-08-2023 18:06:53.469
0.45,3.32,87.04,22-08-2023 18:06:53.992
0.64,3.58,87.51,22-08-2023 18:06:53.993
0.78,2.18,87.92,22-08-2023 18:06:53.993
0.83,0.76,88.01,22-08-2023 18:06:54.098
0.80,1.05,87.97,22-08-2023 18:06:54.268
0.86,2.35,88.03,22-08-2023 18:06:54.440
0.85,3.93,88.20,22-08-2023 18:06:54.643
0.74,3.56,88.27,22-08-2023 18:06:54.820
0.69,1.36,88.24,22-08-2023 18:06:54.998
0.53,0.38,88.21,22-08-2023 18:06:55.239
0.41,1.89,88.09,22-08-2023 18:06:55.411
0.74,3.42,87.89,22-08-2023 18:06:55.571
1.17,3.07,87.75,22-08-2023 18:06:55.739
1.15,2.23,87.58,22-08-2023 18:06:55.907
0.64,2.01,87.26,22-08-2023 18:06:56.101
0.38,2.05,86.98,22-08-2023 18:06:56.287
0.51,2.24,86.77,22-08-2023 18:06:56.500
0.93,2.68,86.60,22-08-2023 18:06:56.682
1.16,2.32,86.42,22-08-2023 18:06:56.840
0.87,1.90,86.23,22-08-2023 18:06:57.009
0.48,2.27,85.99,22-08-2023 18:06:57.197
0.49,2.85,85.80,22-08-2023 18:06:57.478
0.97,2.12,85.64,22-08-2023 18:06:57.579
1.22,1.00,85.40,22-08-2023 18:06:57.750
0.70,2.36,85.24,22-08-2023 18:06:57.940
0.27,4.19,85.12,22-08-2023 18:06:58.120
0.68,3.90,85.02,22-08-2023 18:06:58.303
1.11,1.35,84.84,22-08-2023 18:06:58.477
0.99,0.27,84.56,22-08-2023 18:06:58.698
0.70,2.12,84.35,22-08-2023 18:06:58.854
