x,y,z,Date
1.05,3.33,33.54,23-08-2023 13:48:57.488
1.22,1.98,33.84,23-08-2023 13:48:57.662
1.21,1.78,34.22,23-08-2023 13:48:57.853
1.11,2.70,34.69,23-08-2023 13:48:58.053
1.14,2.02,35.03,23-08-2023 13:48:58.223
1.17,1.58,35.36,23-08-2023 13:48:58.675
1.20,2.42,35.79,23-08-2023 13:48:58.675
1.25,2.34,36.07,23-08-2023 13:48:58.792
1.07,1.99,36.32,23-08-2023 13:48:58.948
0.80,2.34,36.73,23-08-2023 13:48:59.262
0.71,2.58,37.19,23-08-2023 13:48:59.302
0.94,2.73,37.60,23-08-2023 13:48:59.507
1.25,2.05,37.99,23-08-2023 13:48:59.690
1.25,0.71,38.40,23-08-2023 13:48:59.864
1.19,1.00,38.73,23-08-2023 13:49:00.064
1.09,2.88,39.09,23-08-2023 13:49:00.235
0.92,3.31,39.46,23-08-2023 13:49:00.422
1.05,1.98,39.72,23-08-2023 13:49:01.015
1.21,1.81,40.00,23-08-2023 13:49:01.016
0.99,3.33,40.33,23-08-2023 13:49:01.082
0.90,3.26,40.62,23-08-2023 13:49:01.159
1.11,2.03,40.93,23-08-2023 13:49:01.332
1.27,1.43,41.26,23-08-2023 13:49:01.516
1.11,1.27,41.61,23-08-2023 13:49:01.719
1.04,1.26,41.99,23-08-2023 13:49:01.892
1.21,1.29,42.32,23-08-2023 13:49:02.073
1.16,1.99,42.57,23-08-2023 13:49:02.265
0.75,3.16,42.89,23-08-2023 13:49:02.440
0.84,3.57,43.16,23-08-2023 13:49:02.619
1.37,2.92,43.29,23-08-2023 13:49:02.809
1.32,2.81,43.42,23-08-2023 13:49:02.982
1.03,3.06,43.63,23-08-2023 13:49:03.166
1.14,2.13,43.81,23-08-2023 13:49:03.469
1.30,0.88,44.05,23-08-2023 13:49:03.533
1.17,0.81,44.34,23-08-2023 13:49:04.332
1.06,1.13,44.61,23-08-2023 13:49:04.336
0.87,1.82,44.86,23-08-2023 13:49:04.342
0.86,3.71,45.13,23-08-2023 13:49:04.343
1.26,3.75,45.34,23-08-2023 13:49:04.789
1.49,1.89,45.40,23-08-2023 13:49:04.789
1.30,1.60,45.48,23-08-2023 13:49:04.805
1.17,3.23,45.60,23-08-2023 13:49:05.093
1.20,2.79,45.55,23-08-2023 13:49:05.172
1.04,0.51,45.52,23-08-2023 13:49:05.607
0.82,1.47,45.68,23-08-2023 13:49:05.607
0.86,3.73,45.69,23-08-2023 13:49:05.718
0.90,2.57,45.58,23-08-2023 13:49:06.741
1.00,1.32,45.57,23-08-2023 13:49:06.741
1.35,2.87,45.53,23-08-2023 13:49:06.741
1.49,3.34,45.40,23-08-2023 13:49:06.742
1.33,1.69,45.29,23-08-2023 13:49:06.742
1.17,0.65,45.17,23-08-2023 13:49:06.828
1.10,1.24,45.06,23-08-2023 13:49:07.031
1.06,2.75,44.99,23-08-2023 13:49:08.071
0.98,3.47,44.94,23-08-2023 13:49:08.071
1.07,2.81,44.82,23-08-2023 13:49:08.071
1.07,2.50,44.66,23-08-2023 13:49:08.071
0.94,3.02,44.58,23-08-2023 13:49:08.074
1.15,2.65,44.53,23-08-2023 13:49:08.141
1.37,1.91,44.45,23-08-2023 13:49:08.369
1.10,1.23,44.45,23-08-2023 13:49:08.509
1.02,0.91,44.50,23-08-2023 13:49:08.675
1.22,1.93,44.56,23-08-2023 13:49:08.849
1.22,2.78,44.57,23-08-2023 13:49:09.035
1.15,2.69,44.50,23-08-2023 13:49:09.212
1.19,3.12,44.40,23-08-2023 13:49:09.386
1.12,3.91,44.34,23-08-2023 13:49:09.585
1.06,3.33,44.20,23-08-2023 13:49:09.766
1.10,1.77,43.97,23-08-2023 13:49:10.510
1.11,1.01,43.82,23-08-2023 13:49:10.511
1.26,1.38,43.71,23-08-2023 13:49:10.513
1.32,1.21,43.59,23-08-2023 13:49:10.540
1.13,1.16,43.55,23-08-2023 13:49:10.692
1.01,2.78,43.50,23-08-2023 13:49:10.868
0.94,3.58,43.42,23-08-2023 13:49:11.377
0.90,2.66,43.29,23-08-2023 13:49:11.377
1.08,2.78,43.11,23-08-2023 13:49:11.529
1.24,3.59,42.97,23-08-2023 13:49:11.691
1.25,2.56,42.79,23-08-2023 13:49:11.810
1.44,1.17,42.54,23-08-2023 13:49:12.059
1.55,1.67,42.36,23-08-2023 13:49:12.139
1.34,2.36,42.29,23-08-2023 13:49:12.338
1.04,1.79,42.25,23-08-2023 13:49:12.516
0.77,1.88,42.40,23-08-2023 13:49:12.710
0.78,2.54,42.60,23-08-2023 13:49:12.876
1.12,2.36,42.72,23-08-2023 13:49:13.054
1.40,1.41,42.90,23-08-2023 13:49:13.518
1.29,1.41,43.21,23-08-2023 13:49:13.519
1.07,2.37,43.48,23-08-2023 13:49:13.626
1.10,2.51,43.75,23-08-2023 13:49:13.793
1.29,2.44,44.14,23-08-2023 13:49:13.992
1.28,3.16,44.53,23-08-2023 13:49:14.273
1.05,3.65,45.00,23-08-2023 13:49:14.332
0.92,3.34,45.53,23-08-2023 13:49:14.696
1.02,2.12,46.07,23-08-2023 13:49:15.280
1.17,0.61,46.68,23-08-2023 13:49:15.282
1.33,0.20,47.34,23-08-2023 13:49:15.282
1.40,0.87,48.04,23-08-2023 13:49:16.256
1.23,1.36,48.81,23-08-2023 13:49:16.257
0.99,1.61,49.61,23-08-2023 13:49:16.258
1.02,2.29,50.42,23-08-2023 13:49:16.258
1.09,3.01,51.23,23-08-2023 13:49:16.258
1.05,3.42,52.01,23-08-2023 13:49:16.429
1.19,3.75,52.65,23-08-2023 13:49:16.431
1.29,3.65,53.27,23-08-2023 13:49:16.972
1.13,2.28,54.04,23-08-2023 13:49:16.973
1.16,0.59,54.80,23-08-2023 13:49:16.974
1.19,0.35,55.59,23-08-2023 13:49:17.110
0.98,1.18,56.54,23-08-2023 13:49:17.281
0.97,1.23,57.58,23-08-2023 13:49:17.602
1.11,1.41,58.46,23-08-2023 13:49:17.998
1.17,2.06,59.33,23-08-2023 13:49:17.998
1.25,2.00,60.20,23-08-2023 13:49:18.181
1.47,2.00,60.92,23-08-2023 13:49:18.205
1.42,2.90,61.60,23-08-2023 13:49:18.511
1.16,3.00,62.35,23-08-2023 13:49:18.556
1.15,1.88,63.02,23-08-2023 13:49:18.748
1.18,2.05,63.58,23-08-2023 13:49:18.929
1.20,3.45,64.16,23-08-2023 13:49:19.105
1.26,2.76,64.82,23-08-2023 13:49:19.297
1.16,1.04,65.49,23-08-2023 13:49:19.477
1.01,1.73,66.07,23-08-2023 13:49:19.675
0.83,2.47,66.66,23-08-2023 13:49:19.834
0.71,0.18,67.28,23-08-2023 13:49:20.044
0.90,-1.05,67.93,23-08-2023 13:49:20.214
1.24,1.91,68.55,23-08-2023 13:49:20.556
1.39,3.97,69.00,23-08-2023 13:49:20.707
1.34,2.25,69.43,23-08-2023 13:49:20.872
1.63,1.92,69.84,23-08-2023 13:49:21.076
2.03,4.62,70.01,23-08-2023 13:49:21.245
1.53,5.23,70.16,23-08-2023 13:49:21.419
0.64,2.09,70.47,23-08-2023 13:49:21.489
0.56,0.05,70.81,23-08-2023 13:49:21.702
0.88,0.95,71.05,23-08-2023 13:49:21.875
0.80,1.62,71.31,23-08-2023 13:49:22.046
0.79,0.54,71.66,23-08-2023 13:49:22.238
1.13,0.82,71.95,23-08-2023 13:49:22.432
1.37,2.91,72.08,23-08-2023 13:49:22.822
1.35,3.51,72.11,23-08-2023 13:49:22.824
1.30,2.52,72.13,23-08-2023 13:49:22.967
1.51,2.53,72.15,23-08-2023 13:49:23.201
1.73,2.87,72.17,23-08-2023 13:49:23.336
1.38,2.46,72.15,23-08-2023 13:49:23.524
0.78,2.26,72.13,23-08-2023 13:49:23.701
0.79,2.35,72.13,23-08-2023 13:49:23.871
0.92,2.33,72.16,23-08-2023 13:49:24.062
0.78,1.84,72.34,23-08-2023 13:49:24.246
0.96,1.60,72.58,23-08-2023 13:49:24.421
1.26,1.87,72.73,23-08-2023 13:49:24.612
1.06,1.76,72.87,23-08-2023 13:49:24.790
0.91,1.47,73.03,23-08-2023 13:49:24.975
1.18,2.15,73.22,23-08-2023 13:49:25.166
1.41,2.46,73.35,23-08-2023 13:49:25.351
1.40,1.65,73.45,23-08-2023 13:49:25.531
1.43,2.67,73.54,23-08-2023 13:49:25.724
1.42,4.62,73.55,23-08-2023 13:49:25.902
1.22,3.81,73.64,23-08-2023 13:49:26.083
0.88,1.47,73.82,23-08-2023 13:49:26.271
0.84,1.21,73.93,23-08-2023 13:49:26.461
1.01,1.84,74.05,23-08-2023 13:49:26.629
0.83,1.21,74.34,23-08-2023 13:49:26.816
0.79,0.96,74.60,23-08-2023 13:49:27.001
1.25,1.94,74.75,23-08-2023 13:49:27.179
1.42,2.63,74.90,23-08-2023 13:49:27.351
1.24,2.87,75.01,23-08-2023 13:49:27.553
1.21,3.27,75.12,23-08-2023 13:49:27.735
1.37,2.78,75.16,23-08-2023 13:49:27.901
1.43,1.67,75.14,23-08-2023 13:49:28.093
1.30,2.09,75.16,23-08-2023 13:49:28.285
0.99,2.69,75.17,23-08-2023 13:49:28.466
0.76,2.05,75.25,23-08-2023 13:49:28.644
1.02,2.02,75.35,23-08-2023 13:49:28.832
1.37,2.14,75.43,23-08-2023 13:49:29.262
1.09,1.35,75.50,23-08-2023 13:49:29.263
0.87,1.16,75.75,23-08-2023 13:49:29.383
1.07,2.74,75.95,23-08-2023 13:49:30.088
1.20,3.07,75.97,23-08-2023 13:49:30.088
1.11,0.88,75.98,23-08-2023 13:49:30.088
1.20,0.77,76.11,23-08-2023 13:49:30.110
1.50,3.25,76.21,23-08-2023 13:49:30.510
1.50,3.84,76.22,23-08-2023 13:49:30.515
1.19,2.75,76.28,23-08-2023 13:49:30.666
1.07,2.80,76.36,23-08-2023 13:49:30.865
1.14,2.72,76.43,23-08-2023 13:49:31.042
1.06,1.49,76.55,23-08-2023 13:49:31.224
0.97,0.92,76.71,23-08-2023 13:49:31.400
1.05,1.22,76.85,23-08-2023 13:49:31.589
1.05,1.36,76.99,23-08-2023 13:49:31.766
0.87,1.58,77.18,23-08-2023 13:49:31.959
1.09,2.18,77.28,23-08-2023 13:49:32.120
1.33,2.74,77.39,23-08-2023 13:49:32.331
1.30,3.04,77.48,23-08-2023 13:49:32.625
1.43,3.70,77.52,23-08-2023 13:49:32.716
1.41,2.77,77.60,23-08-2023 13:49:32.872
1.12,0.76,77.63,23-08-2023 13:49:33.047
1.03,1.51,77.65,23-08-2023 13:49:33.241
1.05,3.15,77.68,23-08-2023 13:49:33.429
0.95,1.74,77.82,23-08-2023 13:49:33.605
0.87,0.60,78.05,23-08-2023 13:49:33.793
1.08,2.40,78.24,23-08-2023 13:49:33.995
1.17,3.14,78.43,23-08-2023 13:49:34.298
0.90,1.62,78.64,23-08-2023 13:49:34.330
0.86,1.06,78.80,23-08-2023 13:49:34.596
1.25,2.20,78.88,23-08-2023 13:49:34.728
1.41,2.37,78.97,23-08-2023 13:49:34.890
1.31,1.67,79.12,23-08-2023 13:49:35.068
1.45,2.27,79.23,23-08-2023 13:49:35.277
1.60,3.37,79.27,23-08-2023 13:49:35.444
1.19,3.44,79.38,23-08-2023 13:49:35.618
0.92,2.42,79.49,23-08-2023 13:49:35.917
1.16,1.58,79.62,23-08-2023 13:49:35.972
0.94,1.06,79.83,23-08-2023 13:49:36.160
0.55,0.97,80.06,23-08-2023 13:49:36.349
0.60,1.15,80.25,23-08-2023 13:49:36.556
0.81,1.73,80.48,23-08-2023 13:49:36.714
1.22,2.60,80.66,23-08-2023 13:49:36.897
1.62,2.95,80.78,23-08-2023 13:49:37.079
1.68,3.07,81.00,23-08-2023 13:49:37.263
1.63,3.11,81.20,23-08-2023 13:49:37.443
1.54,2.98,81.32,23-08-2023 13:49:37.630
1.34,1.83,81.43,23-08-2023 13:49:37.834
0.81,0.84,81.65,23-08-2023 13:49:37.995
0.72,1.84,81.92,23-08-2023 13:49:38.190
1.03,2.40,82.07,23-08-2023 13:49:38.372
0.94,1.32,82.34,23-08-2023 13:49:38.559
0.71,1.46,82.68,23-08-2023 13:49:38.753
0.97,3.06,82.98,23-08-2023 13:49:38.914
1.34,2.29,83.32,23-08-2023 13:49:39.114
1.34,1.07,83.61,23-08-2023 13:49:39.277
1.22,1.99,83.90,23-08-2023 13:49:39.485
1.19,2.31,84.15,23-08-2023 13:49:39.648
1.36,2.04,84.38,23-08-2023 13:49:39.838
1.62,2.66,84.58,23-08-2023 13:49:40.115
1.32,2.51,84.84,23-08-2023 13:49:40.218
0.89,2.35,85.15,23-08-2023 13:49:40.393
0.82,3.03,85.41,23-08-2023 13:49:40.566
0.82,2.42,85.72,23-08-2023 13:49:40.832
0.76,0.99,86.14,23-08-2023 13:49:40.946
0.95,0.87,86.59,23-08-2023 13:49:41.150
1.19,1.26,86.93,23-08-2023 13:49:41.312
0.99,1.37,87.23,23-08-2023 13:49:41.481
0.96,1.84,87.61,23-08-2023 13:49:41.674
1.67,2.82,87.88,23-08-2023 13:49:41.851
2.21,3.47,88.08,23-08-2023 13:49:42.031
1.83,2.91,88.35,23-08-2023 13:49:42.232
1.27,2.40,88.64,23-08-2023 13:49:42.397
0.92,2.14,88.93,23-08-2023 13:49:42.692
0.71,1.78,89.23,23-08-2023 13:49:42.771
0.60,1.49,89.62,23-08-2023 13:49:42.958
0.59,1.44,90.10,23-08-2023 13:49:43.133
0.88,1.53,90.52,23-08-2023 13:49:43.317
1.32,1.64,90.85,23-08-2023 13:49:43.509
1.40,2.71,91.30,23-08-2023 13:49:43.686
1.33,3.39,91.74,23-08-2023 13:49:43.864
1.55,2.06,92.06,23-08-2023 13:49:44.040
1.58,1.08,92.36,23-08-2023 13:49:44.237
1.33,1.79,92.69,23-08-2023 13:49:44.621
1.36,2.77,93.02,23-08-2023 13:49:44.622
1.48,2.21,93.35,23-08-2023 13:49:44.784
1.19,1.65,93.71,23-08-2023 13:49:44.971
0.91,2.65,94.05,23-08-2023 13:49:45.147
0.74,3.11,94.44,23-08-2023 13:49:45.347
0.83,2.11,94.87,23-08-2023 13:49:45.522
1.14,1.09,95.28,23-08-2023 13:49:45.726
1.14,0.76,95.77,23-08-2023 13:49:46.056
0.94,1.36,96.23,23-08-2023 13:49:46.143
1.11,2.44,96.52,23-08-2023 13:49:46.265
1.52,2.54,96.69,23-08-2023 13:49:46.669
1.79,2.02,96.95,23-08-2023 13:49:46.669
1.80,2.40,97.20,23-08-2023 13:49:46.819
1.60,3.61,97.36,23-08-2023 13:49:46.985
1.18,2.88,97.57,23-08-2023 13:49:47.167
0.70,0.75,97.91,23-08-2023 13:49:47.460
0.67,1.12,98.16,23-08-2023 13:49:47.554
1.04,2.52,98.37,23-08-2023 13:49:47.795
1.02,1.86,98.64,23-08-2023 13:49:47.898
1.04,1.17,98.92,23-08-2023 13:49:48.092
1.36,2.03,99.14,23-08-2023 13:49:48.277
1.51,2.65,99.25,23-08-2023 13:49:48.461
1.36,2.58,99.37,23-08-2023 13:49:48.649
1.23,2.33,99.57,23-08-2023 13:49:48.812
1.20,2.07,99.69,23-08-2023 13:49:49.126
1.16,2.03,99.78,23-08-2023 13:49:49.170
1.18,1.83,99.88,23-08-2023 13:49:49.370
1.18,1.64,99.97,23-08-2023 13:49:49.559
1.10,2.20,100.12,23-08-2023 13:49:49.738
1.22,2.80,100.21,23-08-2023 13:49:50.030
1.28,2.18,100.24,23-08-2023 13:49:50.086
1.14,1.34,100.50,23-08-2023 13:49:50.315
1.22,1.80,100.79,23-08-2023 13:49:50.462
1.30,2.68,100.91,23-08-2023 13:49:50.667
0.73,2.48,101.04,23-08-2023 13:49:50.853
0.37,1.30,101.32,23-08-2023 13:49:51.010
1.18,1.13,101.58,23-08-2023 13:49:51.190
1.91,2.39,101.75,23-08-2023 13:49:51.389
1.64,3.71,101.83,23-08-2023 13:49:51.562
1.31,3.10,101.98,23-08-2023 13:49:51.734
1.26,1.49,102.09,23-08-2023 13:49:51.927
1.15,1.53,102.22,23-08-2023 13:49:52.104
1.04,2.21,102.45,23-08-2023 13:49:52.282
0.93,1.67,102.65,23-08-2023 13:49:52.473
0.83,1.24,102.88,23-08-2023 13:49:52.667
0.94,2.31,103.10,23-08-2023 13:49:52.865
1.33,2.70,103.31,23-08-2023 13:49:53.033
1.37,1.82,103.57,23-08-2023 13:49:53.225
1.30,1.92,103.82,23-08-2023 13:49:53.396
1.27,3.40,103.92,23-08-2023 13:49:53.580
1.17,2.88,104.05,23-08-2023 13:49:53.757
1.10,0.99,104.27,23-08-2023 13:49:53.948
1.16,1.25,104.45,23-08-2023 13:49:54.137
1.15,2.51,104.60,23-08-2023 13:49:54.319
1.17,2.91,104.79,23-08-2023 13:49:54.526
1.39,2.06,105.03,23-08-2023 13:49:54.709
1.42,1.49,105.23,23-08-2023 13:49:54.862
1.21,2.25,105.52,23-08-2023 13:49:55.176
1.02,2.43,105.85,23-08-2023 13:49:55.693
0.79,1.59,106.05,23-08-2023 13:49:55.693
0.70,1.88,106.28,23-08-2023 13:49:55.693
0.88,2.24,106.59,23-08-2023 13:49:55.794
1.17,1.59,106.89,23-08-2023 13:49:55.967
1.43,1.94,107.17,23-08-2023 13:49:56.153
1.54,2.83,107.38,23-08-2023 13:49:56.343
1.64,3.12,107.45,23-08-2023 13:49:56.521
1.49,2.89,107.63,23-08-2023 13:49:56.703
1.06,1.58,107.99,23-08-2023 13:49:57.083
1.06,0.96,108.33,23-08-2023 13:49:57.084
1.09,2.46,108.60,23-08-2023 13:49:57.242
0.84,3.10,108.91,23-08-2023 13:49:57.737
0.95,1.53,109.33,23-08-2023 13:49:57.737
1.29,1.16,109.75,23-08-2023 13:49:57.788
1.23,2.28,110.13,23-08-2023 13:49:57.982
1.09,2.31,110.49,23-08-2023 13:49:58.169
1.20,2.41,110.79,23-08-2023 13:49:58.364
1.20,2.70,111.15,23-08-2023 13:49:58.527
1.04,1.63,111.45,23-08-2023 13:49:58.716
1.13,1.28,111.76,23-08-2023 13:49:58.896
1.43,2.77,112.01,23-08-2023 13:49:59.073
1.53,3.44,112.19,23-08-2023 13:49:59.268
1.50,2.28,112.42,23-08-2023 13:49:59.467
1.43,1.66,112.67,23-08-2023 13:49:59.724
1.19,2.46,112.87,23-08-2023 13:49:59.912
0.97,2.75,113.05,23-08-2023 13:49:59.996
0.79,1.66,113.20,23-08-2023 13:50:00.175
0.43,0.84,113.46,23-08-2023 13:50:00.355
0.55,1.33,113.75,23-08-2023 13:50:00.558
1.21,2.25,113.85,23-08-2023 13:50:00.737
1.72,2.67,113.82,23-08-2023 13:50:00.919
1.67,2.57,113.73,23-08-2023 13:50:01.097
1.70,3.23,113.61,23-08-2023 13:50:01.291
1.89,4.02,113.36,23-08-2023 13:50:01.477
1.49,2.60,113.07,23-08-2023 13:50:01.655
0.72,0.85,112.90,23-08-2023 13:50:01.822
0.61,1.50,112.84,23-08-2023 13:50:02.026
0.89,2.01,112.75,23-08-2023 13:50:02.201
0.85,1.23,112.65,23-08-2023 13:50:02.383
0.58,1.13,112.69,23-08-2023 13:50:02.579
0.83,2.09,112.68,23-08-2023 13:50:02.739
1.59,3.45,112.43,23-08-2023 13:50:02.942
1.83,3.62,112.12,23-08-2023 13:50:03.128
1.35,2.13,111.89,23-08-2023 13:50:03.306
1.26,1.67,111.67,23-08-2023 13:50:03.488
1.70,3.01,111.35,23-08-2023 13:50:03.671
1.68,3.16,110.94,23-08-2023 13:50:03.839
1.02,1.69,110.75,23-08-2023 13:50:04.043
0.73,1.78,110.71,23-08-2023 13:50:04.216
1.11,2.61,110.54,23-08-2023 13:50:04.487
0.96,1.94,110.41,23-08-2023 13:50:04.588
0.61,1.14,110.43,23-08-2023 13:50:04.766
0.80,1.68,110.38,23-08-2023 13:50:04.956
1.32,1.88,110.23,23-08-2023 13:50:05.138
1.63,1.94,110.06,23-08-2023 13:50:05.329
1.78,3.09,109.85,23-08-2023 13:50:05.496
1.73,3.59,109.55,23-08-2023 13:50:05.683
1.38,3.54,109.27,23-08-2023 13:50:05.869
1.00,3.46,109.07,23-08-2023 13:50:06.059
0.83,2.05,108.88,23-08-2023 13:50:06.234
0.83,0.83,108.74,23-08-2023 13:50:06.422
0.94,1.58,108.70,23-08-2023 13:50:06.603
1.06,1.59,108.65,23-08-2023 13:50:06.790
1.26,0.52,108.59,23-08-2023 13:50:06.976
1.64,1.94,108.51,23-08-2023 13:50:07.138
1.70,4.38,108.26,23-08-2023 13:50:07.340
1.36,3.66,108.03,23-08-2023 13:50:07.523
1.25,2.38,107.79,23-08-2023 13:50:07.722
1.19,3.08,107.50,23-08-2023 13:50:07.895
0.83,2.90,107.29,23-08-2023 13:50:08.069
0.59,0.48,107.16,23-08-2023 13:50:08.245
0.81,0.14,107.06,23-08-2023 13:50:08.438
1.26,2.45,107.00,23-08-2023 13:50:08.633
1.49,3.22,106.94,23-08-2023 13:50:08.806
1.45,1.96,106.87,23-08-2023 13:50:08.983
1.46,2.51,106.63,23-08-2023 13:50:09.178
1.47,4.56,106.25,23-08-2023 13:50:09.353
1.21,3.61,106.02,23-08-2023 13:50:09.526
1.10,0.94,105.87,23-08-2023 13:50:09.751
1.28,0.77,105.66,23-08-2023 13:50:09.896
1.18,2.04,105.41,23-08-2023 13:50:10.102
0.77,2.10,105.26,23-08-2023 13:50:10.278
0.75,1.28,105.22,23-08-2023 13:50:10.446
1.10,1.75,105.17,23-08-2023 13:50:10.625
1.33,2.65,105.00,23-08-2023 13:50:10.817
1.36,2.76,104.80,23-08-2023 13:50:10.997
1.42,2.98,104.61,23-08-2023 13:50:11.186
1.52,3.26,104.34,23-08-2023 13:50:11.364
1.48,2.57,104.06,23-08-2023 13:50:11.541
1.22,2.02,103.80,23-08-2023 13:50:11.729
0.95,2.49,103.59,23-08-2023 13:50:11.919
0.83,2.40,103.35,23-08-2023 13:50:12.090
0.75,1.44,103.20,23-08-2023 13:50:12.292
0.65,1.10,103.23,23-08-2023 13:50:12.477
0.94,1.00,103.23,23-08-2023 13:50:12.656
1.39,1.16,103.11,23-08-2023 13:50:12.839
1.54,2.69,103.04,23-08-2023 13:50:13.029
1.57,3.99,103.00,23-08-2023 13:50:13.202
1.81,2.99,102.77,23-08-2023 13:50:13.408
1.77,2.81,102.44,23-08-2023 13:50:13.572
1.13,4.51,102.19,23-08-2023 13:50:13.751
0.55,3.79,102.12,23-08-2023 13:50:13.935
0.49,0.89,102.13,23-08-2023 13:50:14.125
0.74,-0.31,102.13,23-08-2023 13:50:14.300
1.04,0.26,102.19,23-08-2023 13:50:14.489
1.22,1.00,102.32,23-08-2023 13:50:14.670
1.34,2.16,102.35,23-08-2023 13:50:14.853
1.47,3.24,102.25,23-08-2023 13:50:15.043
1.51,3.51,102.14,23-08-2023 13:50:15.235
1.52,4.09,101.98,23-08-2023 13:50:15.401
1.19,4.50,101.84,23-08-2023 13:50:15.587
0.68,2.67,101.79,23-08-2023 13:50:15.852
0.65,0.67,101.75,23-08-2023 13:50:15.988
1.11,0.74,101.75,23-08-2023 13:50:16.143
1.33,0.85,101.80,23-08-2023 13:50:16.336
1.21,0.38,101.89,23-08-2023 13:50:16.581
1.20,1.83,101.96,23-08-2023 13:50:16.729
1.29,3.31,101.93,23-08-2023 13:50:16.901
1.36,2.68,101.86,23-08-2023 13:50:17.084
1.34,2.41,101.77,23-08-2023 13:50:17.257
1.22,3.73,101.67,23-08-2023 13:50:17.760
0.99,3.76,101.53,23-08-2023 13:50:17.760
0.96,1.43,101.39,23-08-2023 13:50:18.217
0.93,0.66,101.24,23-08-2023 13:50:18.217
0.91,2.21,101.23,23-08-2023 13:50:18.384
0.97,2.47,101.31,23-08-2023 13:50:18.385
1.20,1.15,101.32,23-08-2023 13:50:18.507
1.48,0.83,101.25,23-08-2023 13:50:18.703
1.47,2.17,101.18,23-08-2023 13:50:18.891
1.40,3.31,101.12,23-08-2023 13:50:19.069
1.49,3.12,100.96,23-08-2023 13:50:19.264
1.31,2.77,100.72,23-08-2023 13:50:19.435
0.70,3.05,100.54,23-08-2023 13:50:19.643
0.52,2.84,100.40,23-08-2023 13:50:20.155
0.93,1.57,100.26,23-08-2023 13:50:20.155
1.25,0.78,100.09,23-08-2023 13:50:20.172
1.34,1.37,100.06,23-08-2023 13:50:20.370
1.39,1.72,99.96,23-08-2023 13:50:20.536
1.43,1.53,99.70,23-08-2023 13:50:20.870
1.43,2.75,99.39,23-08-2023 13:50:20.895
1.29,4.64,99.17,23-08-2023 13:50:21.096
0.90,4.33,99.02,23-08-2023 13:50:21.704
0.57,2.59,98.78,23-08-2023 13:50:21.705
0.67,1.52,98.47,23-08-2023 13:50:21.705
0.99,1.01,98.20,23-08-2023 13:50:21.809
1.28,1.07,97.96,23-08-2023 13:50:21.988
1.71,1.49,97.71,23-08-2023 13:50:22.194
1.87,0.71,97.40,23-08-2023 13:50:22.508
1.42,0.73,97.06,23-08-2023 13:50:22.582
0.95,3.55,96.86,23-08-2023 13:50:22.917
0.93,5.74,96.75,23-08-2023 13:50:23.048
1.07,4.32,96.55,23-08-2023 13:50:23.105
0.90,2.25,96.34,23-08-2023 13:50:23.293
0.70,2.44,96.20,23-08-2023 13:50:23.471
1.12,2.29,95.94,23-08-2023 13:50:23.648
1.66,0.89,95.62,23-08-2023 13:50:23.823
1.60,-0.05,95.35,23-08-2023 13:50:24.001
1.30,0.39,95.08,23-08-2023 13:50:24.197
1.25,1.52,94.87,23-08-2023 13:50:24.390
1.08,2.41,94.72,23-08-2023 13:50:24.558
1.05,3.45,94.58,23-08-2023 13:50:24.751
1.23,3.30,94.43,23-08-2023 13:50:25.412
1.15,2.90,94.21,23-08-2023 13:50:25.412
0.85,3.88,94.04,23-08-2023 13:50:25.413
0.75,3.64,93.87,23-08-2023 13:50:25.493
1.02,1.41,93.70,23-08-2023 13:50:25.665
1.29,0.66,93.45,23-08-2023 13:50:25.850
1.47,1.69,93.28,23-08-2023 13:50:26.028
1.80,1.49,93.02,23-08-2023 13:50:26.205
1.94,-0.28,92.52,23-08-2023 13:50:26.403
1.80,0.28,92.14,23-08-2023 13:50:26.575
1.40,3.23,92.12,23-08-2023 13:50:26.757
0.71,4.62,92.23,23-08-2023 13:50:26.953
0.28,3.74,92.29,23-08-2023 13:50:27.131
0.27,2.89,92.42,23-08-2023 13:50:27.325
0.51,3.33,92.65,23-08-2023 13:50:27.497
0.96,3.28,92.81,23-08-2023 13:50:27.675
1.58,1.20,92.68,23-08-2023 13:50:27.871
1.83,-0.94,92.15,23-08-2023 13:50:28.054
1.71,0.12,91.48,23-08-2023 13:50:28.221
1.65,2.71,90.97,23-08-2023 13:50:28.426
1.48,3.05,90.58,23-08-2023 13:50:28.597
1.03,2.32,90.17,23-08-2023 13:50:28.783
0.94,2.89,89.87,23-08-2023 13:50:28.965
1.11,3.02,89.56,23-08-2023 13:50:29.147
1.29,2.32,89.18,23-08-2023 13:50:29.338
1.28,1.80,88.76,23-08-2023 13:50:29.533
1.38,1.11,88.18,23-08-2023 13:50:29.718
1.47,1.07,87.50,23-08-2023 13:50:29.888
1.58,2.25,86.98,23-08-2023 13:50:30.066
1.80,2.67,86.61,23-08-2023 13:50:30.282
1.77,1.86,86.66,23-08-2023 13:50:30.701
1.47,1.67,86.96,23-08-2023 13:50:30.701
